idstate,year,txrate,name,aland,ycoord,xcoord,land,state,price,pop,pop16,cpi,ndi,sales,pimin,comp,ppp,spp,mppp,ipc,ncom,lnprice,lnsales,lncomp,lnndi,lntxrate,lnland,lnpop,lnpop16,lncpi,lnminp,lnsales_lag,lnprice_lag,lnndi_lag,lncomp_lag,lntxrate_lag,lnland_lag,lnpop_lag,lnpop16_lag,lncpi_lag
PA,87,.18000001,Pennsylvania,115900000000,40.902496,-77.83345,44742.75,39,110,11936,9452,113.6,12911.043,100.6,100.3,124935,.96830988,127.0378,.88292259,113.6535,1099.78,-.032203101,4.8444848,7.0028648,4.7331548,-1.714798,10.70868,9.3873148,9.1539812,4.7326841,-.1245177,4.969316,-.043829799,4.711833,6.9644389,-1.714798,10.70868,9.3837891,9.1497936,4.6968369
PA,88,.18000001,Pennsylvania,115900000000,40.902496,-77.83345,44742.75,39,112.3,12001,9507,118.3,13891,107.6,108.4,134575,.94928151,135.827,.91631442,117.4218,1137.574,-.052049901,4.9113822,7.036653,4.7657728,-1.714798,10.70868,9.392745,9.1597834,4.7732239,-.087395698,4.8444848,-.032203101,4.7331548,7.0028648,-1.714798,10.70868,9.3873148,9.1539812,4.7326841
PA,89,.18000001,Pennsylvania,115900000000,40.902496,-77.83345,44742.75,39,122.8,12040,9525,124,14811,107.1,120.2,142640,.99032259,135.37891,.96935481,119.4436,1150.323,-.0097244997,4.9080768,7.0477982,4.7828441,-1.714798,10.70868,9.3959894,9.1616755,4.820282,-.031124599,4.9113822,-.052049901,4.7657728,7.036653,-1.714798,10.70868,9.392745,9.1597834,4.7732239
PA,90,.18000001,Pennsylvania,115900000000,40.902496,-77.83345,44742.75,39,133.7,12056.2,9537.7998,130.7,16136,101.3,131.5,150673,1.022953,128.0477,1.006121,123.4583,1152.816,.0226938,4.8524032,7.049963,4.8159041,-1.714798,10.70868,9.3973341,9.1630182,4.8729048,.0061022998,4.9080768,-.0097244997,4.7828441,7.0477982,-1.714798,10.70868,9.3959894,9.1616755,4.820282
PA,91,.18000001,Pennsylvania,115900000000,40.902496,-77.83345,44742.75,39,144.10001,12136.4,9579.5,136.2,16609,102.5,139.8,155464,1.0580029,129.8587,1.026432,121.9457,1141.439,.056383099,4.866446,7.0400448,4.803576,-1.714798,10.70868,9.403964,9.1673803,4.914124,.0260885,4.8524032,.0226938,4.8159041,7.049963,-1.714798,10.70868,9.3973341,9.1630182,4.8729048
PA,92,.18000001,Pennsylvania,115900000000,40.902496,-77.83345,44742.75,39,176.2,12185.1,9612,140.3,17658,96.199997,158.2,163859,1.25588,121.9524,1.127584,125.8589,1167.9189,.2278367,4.8036308,7.0629792,4.8351612,-1.714798,10.70868,9.4079695,9.1707678,4.9437828,.1200771,4.866446,.056383099,4.803576,7.0400448,-1.714798,10.70868,9.403964,9.1673803,4.914124
RI,63,.059999999,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,27,877,615.5,30.6,2227.7271,144.60001,26.799999,1671,.88235289,206.0345,.87581688,72.801537,54.607841,-.12516309,5.328043,4.0001769,4.2877369,-2.813411,6.94101,6.7765069,6.4224348,3.421,-.13259821,,,,,,,,,
RI,64,.079999998,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,27.299999,884,621.29999,31,2363.677,140.3,27.799999,1782,.88064522,199.6221,.89677417,76.247643,57.483871,-.1271005,5.2964258,4.0515051,4.3339858,-2.5257289,6.94101,6.7844572,6.4318142,3.4339869,-.1089512,5.328043,-.12516309,4.2877369,4.0001769,-2.813411,6.94101,6.7765069,6.4224348,3.421
RI,65,.079999998,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,29.799999,891,629,31.5,2514.0461,133.2,28.1,1918,.94603169,188.6823,.8920635,79.810989,60.888889,-.055479199,5.2400651,4.1090512,4.3796611,-2.5257289,6.94101,6.792345,6.4441309,3.4499879,-.114218,5.2964258,-.1271005,4.3339858,4.0515051,-2.5257289,6.94101,6.7844572,6.4318142,3.4339869
RI,66,.079999998,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,30,898,635.79999,32.400002,2708.7019,140.2,30.1,2119,.92592591,198.01759,.9290123,83.601913,65.40123,-.0769611,5.2883558,4.180541,4.4260659,-2.5257289,6.94101,6.8001699,6.4548841,3.478158,-.073633298,5.2400651,-.055479199,4.3796611,4.1090512,-2.5257289,6.94101,6.792345,6.4441309,3.4499879
RI,67,.079999998,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,31,901,637.70001,33.400002,2905.4175,144.5,31.1,2275,.92814368,204.1626,.93113768,86.988541,68.11377,-.074568696,5.3189168,4.221179,4.465776,-2.5257289,6.94101,6.8035049,6.4578681,3.5085559,-.071348101,5.2883558,-.0769611,4.4260659,4.180541,-2.5257289,6.94101,6.8001699,6.4548841,3.478158
RI,68,.079999998,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,32.099998,908,648.29999,34.799999,3077.4148,142.89999,31.299999,2480,.92241383,200.1438,.89942533,88.431473,71.264374,-.080761403,5.299036,4.266397,4.4822278,-2.5257289,6.94101,6.811244,6.4743528,3.5496171,-.1059993,5.3189168,-.074568696,4.465776,4.221179,-2.5257289,6.94101,6.8035049,6.4578681,3.5085559
RI,69,.13,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,38.400002,911,658.90002,36.700001,3265.8911,117.8,32.200001,2684,1.046322,162.87109,.87738419,88.988853,73.133507,.045280699,5.0929589,4.2922869,4.4885111,-2.040221,6.94101,6.8145428,6.490572,3.602777,-.13081031,5.299036,-.080761403,4.4822278,4.266397,-2.5257289,6.94101,6.811244,6.4743528,3.5496171
RI,70,.13,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,39.299999,949,689.70001,38.799999,3505.8635,123.9,39.599998,2892,1.012887,170.48151,1.020619,90.357307,74.536087,.0128043,5.1386271,4.3112841,4.5037718,-2.040221,6.94101,6.8554091,6.5362568,3.6584201,.0204089,5.0929589,.045280699,4.4885111,4.2922869,-2.040221,6.94101,6.8145428,6.490572,3.602777
RI,71,.13,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,40.200001,960,701.29999,40.5,3659.3223,123.2,41,3038,.99259257,168.6468,1.012346,90.353638,75.012337,-.0074348999,5.1278071,4.3176532,4.5037308,-2.040221,6.94101,6.8669329,6.5529361,3.7013021,.0122701,5.1386271,.0128043,4.5037718,4.3112841,-2.040221,6.94101,6.8554091,6.5362568,3.6584201
RI,72,.13,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,41.599998,969,713.79999,41.799999,3906.5042,134.39999,46,3359,.9952153,182.4511,1.100479,93.457039,80.358856,-.0047962,5.2064819,4.3865018,4.5375018,-2.040221,6.94101,6.876265,6.5706029,3.7328961,.095745102,5.1278071,-.0074348999,4.5037308,4.3176532,-2.040221,6.94101,6.8669329,6.5529361,3.7013021
RI,73,.13,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,40.599998,967,718.59998,44.400002,4212.3916,142,46,3600,.91441429,191.0854,1.036036,94.87368,81.081078,-.089471497,5.2527208,4.3954501,4.552547,-2.040221,6.94101,6.874198,6.5773048,3.7932401,.035401899,5.2064819,-.0047962,4.5375018,4.3865018,-2.040221,6.94101,6.876265,6.5706029,3.7328961
RI,74,.13,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,41.299999,940,700.29999,49.299999,4598.6138,146.10001,46.299999,3698,.8377282,196.10741,.93914813,93.278168,75.010139,-.1770616,5.2786622,4.3176231,4.5355859,-2.040221,6.94101,6.84588,6.5515089,3.8979239,-.062782101,5.2527208,-.089471497,4.552547,4.3954501,-2.040221,6.94101,6.874198,6.5773048,3.7932401
RI,75,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,44.299999,930,699.29999,53.799999,5066.1992,154.7,49.400002,3794,.82341999,205.7357,.91821557,94.167267,70.520447,-.19428881,5.326592,4.2559028,4.545073,-1.714798,6.94101,6.8351851,6.5500798,3.9852729,-.085322998,5.2786622,-.1770616,4.5355859,4.3176231,-2.040221,6.94101,6.84588,6.5515089,3.8979239
RI,76,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,52.200001,931,707,56.900002,5481.2588,150.2,57.400002,4273,.91739893,197.7881,1.008787,96.331444,75.096657,-.086212903,5.2871962,4.3187761,4.5677948,-1.714798,6.94101,6.8362589,6.5610309,4.041296,.0087489998,5.326592,-.19428881,4.545073,4.2559028,-1.714798,6.94101,6.8351851,6.5500798,3.9852729
RI,77,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,52.299999,933,714.79999,60.599998,5987.9819,148.8,57.299999,4681,.86303627,194.2227,.94554448,98.811577,77.244217,-.1472985,5.2690058,4.346972,4.593215,-1.714798,6.94101,6.8384051,6.5720029,4.1042948,-.055994298,5.2871962,-.086212903,4.5677948,4.3187761,-1.714798,6.94101,6.8362589,6.5610309,4.041296
RI,78,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,56.299999,932,719.59998,65.199997,6546.2012,146.8,61.700001,5216,.86349702,190.1301,.9463191,100.4019,80,-.1467649,5.2477078,4.3820271,4.6091809,-1.714798,6.94101,6.8373332,6.5786948,4.1774588,-.055175401,5.2690058,-.1472985,4.593215,4.346972,-1.714798,6.94101,6.8384051,6.5720029,4.1042948
RI,79,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,58.700001,929,723.40002,72.599998,7211.5322,145.8,64.400002,5794,.80853999,187.2383,.88705242,99.332413,79.807167,-.2125251,5.2323818,4.3796129,4.5984721,-1.714798,6.94101,6.8341088,6.583962,4.284965,-.1198513,5.2477078,-.1467649,4.6091809,4.3820271,-1.714798,6.94101,6.8373332,6.5786948,4.1774588
RI,80,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,60,947,741.70001,82.400002,8033.4121,149.3,67,6334,.72815531,190.6257,.81310678,97.492867,76.868927,-.31724089,5.2503119,4.3421021,4.5797791,-1.714798,6.94101,6.8532991,6.6089449,4.4115849,-.2068928,5.2323818,-.2125251,4.5984721,4.3796129,-1.714798,6.94101,6.8341088,6.583962,4.284965
RI,81,.18000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,64.5,953,751.40002,90.900002,8821.3047,151.2,70.800003,6898,.70957088,191.7668,.77887791,97.044052,75.88559,-.3430948,5.2562799,4.329227,4.5751648,-1.714798,6.94101,6.8596148,6.6219382,4.5097599,-.249901,5.2503119,-.31724089,4.5797791,4.3421021,-1.714798,6.94101,6.8532991,6.6089449,4.4115849
RI,82,.23,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,71.599998,958,757.09998,96.5,9456.7686,146.3,78.099998,7261,.74196893,185.1214,.80932641,97.997597,75.243523,-.298448,5.2210121,4.3207302,4.5849428,-1.469676,6.94101,6.8648481,6.6294951,4.5695429,-.21155301,5.2562799,-.3430948,4.5751648,4.329227,-1.714798,6.94101,6.8596148,6.6219382,4.5097599
RI,83,.23,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,84,955,758.09998,99.599998,10332.204,135.8,88.699997,7789,.84337348,171.07111,.89056218,103.737,78.202812,-.1703454,5.1420789,4.3593049,4.6418591,-1.469676,6.94101,6.861712,6.630816,4.601162,-.1159023,5.2210121,-.298448,4.5849428,4.3207302,-1.469676,6.94101,6.8648481,6.6294951,4.5695429
RI,84,.23,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,94.800003,962,763.90002,103.9,11243.688,136.89999,101.4,8653,.9124158,172.4019,.97593838,108.2164,83.281998,-.091659501,5.149828,4.4222331,4.6841331,-1.469676,6.94101,6.8690138,6.6384368,4.6434288,-.024355801,5.1420789,-.1703454,4.6418591,4.3593049,-1.469676,6.94101,6.861712,6.630816,4.601162
RI,85,.23,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,100.3,967,770.59998,107.6,11830.744,133.39999,108.3,9301,.93215621,167.3992,1.006506,109.9512,86.440521,-.0702549,5.1203809,4.459456,4.700036,-1.469676,6.94101,6.874198,6.6471701,4.678421,.0064845001,5.149828,-.091659501,4.6841331,4.4222331,-1.469676,6.94101,6.8690138,6.6384368,4.6434288
RI,86,.234,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,101.8,975,778.29999,109.6,12449.729,136.3,115,10081,.92883217,170.7471,1.04927,113.5924,91.979927,-.0738272,5.1401839,4.5215702,4.7326169,-1.4524339,6.94101,6.8824382,6.6571121,4.6968369,.048094701,5.1203809,-.0702549,4.700036,4.459456,-1.469676,6.94101,6.874198,6.6471701,4.678421
RI,87,.25,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,113.5,986,787,113.6,13229.382,124.4,120.4,10977,.99911982,155.8557,1.059859,116.4558,96.628517,-.00088060001,5.0489302,4.5708742,4.7575121,-1.386294,6.94101,6.8936558,6.6682281,4.7326841,.058136001,5.1401839,-.0738272,4.7326169,4.5215702,-1.4524339,6.94101,6.8824382,6.6571121,4.6968369
RI,88,.25,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,121.5,993,791,118.3,14352,138,129.7,11962,1.02705,173.2415,1.096365,121.3187,101.1158,.0266905,5.154686,4.6162658,4.7984209,-1.386294,6.94101,6.9007311,6.6732979,4.7732239,.092000201,5.0489302,-.00088060001,4.7575121,4.5708742,-1.386294,6.94101,6.8936558,6.6682281,4.7326841
RI,89,.27000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,134.8,998,793,124,15189,120.8,142,12609,1.087097,152.0282,1.145161,122.4919,101.6855,.083510697,5.024066,4.6218839,4.8080449,-1.309333,6.94101,6.9057531,6.6758232,4.820282,.13554551,5.154686,.0266905,4.7984209,4.6162658,-1.386294,6.94101,6.9007311,6.6732979,4.7732239
RI,90,.27000001,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,150.89999,1000,794.59998,130.7,15870,101.4,152.39999,13007,1.154552,127.6114,1.166029,121.4231,99.517982,.1437127,4.848989,4.600338,4.7992811,-1.309333,6.94101,6.9077549,6.6778388,4.8729048,.153604,5.024066,.083510697,4.8080449,4.6218839,-1.309333,6.94101,6.9057531,6.6758232,4.820282
RI,91,.37,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,170.3,1001,790.59998,136.2,16024,103.6,163.3,12750,1.250367,131.17081,1.198972,117.6505,93.612343,.2234372,4.8765001,4.5391622,4.7677178,-.99425232,6.94101,6.9087548,6.672792,4.914124,.1814646,4.848989,.1437127,4.7992811,4.600338,-1.309333,6.94101,6.9077549,6.6778388,4.8729048
RI,92,.37,Rhode Island,2678000000,41.597836,-71.525291,1033.8142,40,190,1002,787.59998,140.3,17863,100.1,175.89999,13487,1.354241,127.3492,1.253742,127.32,96.129723,.3032411,4.8469329,4.5656991,4.846704,-.99425232,6.94101,6.9097528,6.6689901,4.9437828,.2261326,4.8765001,.2234372,4.7677178,4.5391622,-.99425232,6.94101,6.9087548,6.672792,4.914124
SC,63,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,27.299999,2498,1608.3,30.6,1498.1478,88.199997,26.9,3118,.89215678,136.99159,.87908489,48.95908,101.8954,-.1141133,4.919919,4.6239471,3.890985,-2.9957321,10.31097,7.823246,7.3829331,3.421,-.1288738,,,,,,,,,
SC,64,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,26.5,2528,1638.8,31,1619.3141,89.699997,27.5,3374,.85483873,138.3705,.88709682,52.235939,108.8387,-.1568425,4.929935,4.689867,3.955771,-2.9957321,10.31097,7.8351841,7.40172,3.4339869,-.1198012,4.919919,-.1141133,3.890985,4.6239471,-2.9957321,10.31097,7.823246,7.3829331,3.421
SC,65,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,26.200001,2550,1663.6,31.5,1769.2314,90.099998,30.9,3732,.83174598,138.1071,.98095238,56.16608,118.4762,-.18422811,4.92803,4.7747121,4.0283132,-2.9957321,10.31097,7.8438492,7.416739,3.4499879,-.0192314,4.929935,-.1568425,3.955771,4.689867,-2.9957321,10.31097,7.8351841,7.40172,3.4339869
SC,66,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,26.200001,2607,1718,32.400002,1946.8734,93.400002,30.6,4262,.80864203,141.731,.94444442,60.08868,131.5432,-.21239901,4.9539309,4.8793349,4.0958209,-2.9957321,10.31097,7.8659549,7.448916,3.478158,-.057158399,4.92803,-.18422811,4.0283132,4.7747121,-2.9957321,10.31097,7.8438492,7.416739,3.4499879
SC,67,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,27.299999,2638,1750.5,33.400002,2086.5225,95.099998,31.5,4598,.81736523,143.31551,.94311368,62.47073,137.6647,-.2016692,4.9650478,4.9248209,4.1346979,-2.9957321,10.31097,7.8777761,7.4676571,3.5085559,-.058568399,4.9539309,-.21239901,4.0958209,4.8793349,-2.9957321,10.31097,7.8659549,7.448916,3.478158
SC,68,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,29.5,2669,1792.5,34.799999,2269.2986,95.699997,33.299999,5164,.84770119,142.49561,.95689648,65.209732,148.39079,-.1652271,4.959311,4.9998488,4.177608,-2.9957321,10.31097,7.8894591,7.4913659,3.5496171,-.044059999,4.9650478,-.2016692,4.1346979,4.9248209,-2.9957321,10.31097,7.8777761,7.4676571,3.5085559
SC,69,.050000001,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,29,2692,1788.7,36.700001,2466.4504,104.2,34.200001,5700,.7901907,156.8214,.93188012,67.205727,155.3134,-.23548099,5.0551081,5.045444,4.2077579,-2.9957321,10.31097,7.8980398,7.489244,3.602777,-.070551097,4.959311,-.1652271,4.177608,4.9998488,-2.9957321,10.31097,7.8894591,7.4913659,3.5496171
SC,70,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,32.5,2590,1774.3,38.799999,2688.2461,103.6,34.299999,6181,.8376289,151.2281,.88402063,69.284691,159.30409,-.1771801,5.0187888,5.0708151,4.238224,-2.813411,10.31097,7.8594131,7.4811611,3.6584201,-.1232749,5.0551081,-.23548099,4.2077579,5.045444,-2.9957321,10.31097,7.8980398,7.489244,3.602777
SC,71,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,34.299999,2642,1828.7,40.5,2863.8345,115,35.799999,6714,.84691358,166.1454,.88395059,70.71196,165.7778,-.1661566,5.1128631,5.1106482,4.258615,-2.813411,10.31097,7.879292,7.5113611,3.7013021,-.1233541,5.0187888,-.1771801,4.238224,5.0708151,-2.813411,10.31097,7.8594131,7.4811611,3.6584201
SC,72,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,34.099998,2682,1870.7,41.799999,3087.6838,118.7,40.900002,7569,.81578952,170.1788,.97846901,73.868027,181.0766,-.20359901,5.1368489,5.1989198,4.3022799,-2.813411,10.31097,7.8943181,7.5340681,3.7328961,-.021766201,5.1128631,-.1661566,4.258615,5.1106482,-2.813411,10.31097,7.879292,7.5113611,3.7013021
SC,73,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,33.5,2723,1911.8,44.400002,3473.7725,125.5,42.400002,8668,.7545045,178.75121,.95495498,78.238113,195.2252,-.28169399,5.1859951,5.2741542,4.3597569,-2.813411,10.31097,7.9094901,7.5558,3.7932401,-.046091098,5.1368489,-.20359901,4.3022799,5.1989198,-2.813411,10.31097,7.8943181,7.5340681,3.7328961
SC,74,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,35.200001,2774,1965.2,49.299999,3823.9224,129.7,42.400002,9779,.71399599,183.0795,.86004061,77.564346,198.35699,-.33687791,5.2099199,5.2900691,4.3511081,-2.813411,10.31097,7.9280462,7.5833492,3.8979239,-.1507757,5.1859951,-.28169399,4.3597569,5.2741542,-2.813411,10.31097,7.9094901,7.5558,3.7932401
SC,75,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,38.099998,2813,2010.1,53.799999,4115.5425,130.5,44.5,10220,.7081784,182.62601,.82713747,76.49707,189.9628,-.34505919,5.2074399,5.246829,4.3372531,-2.813411,10.31097,7.9420071,7.6059399,3.9852729,-.1897843,5.2099199,-.33687791,4.3511081,5.2900691,-2.813411,10.31097,7.9280462,7.5833492,3.8979239
SC,76,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,41,2838,2043.5,56.900002,4468.7729,136.8,47.900002,11678,.7205624,189.987,.84182781,78.537308,205.2373,-.32772329,5.2469549,5.3241668,4.363574,-2.813411,10.31097,7.9508548,7.6224189,4.041296,-.17217989,5.2074399,-.34505919,4.3372531,5.246829,-2.813411,10.31097,7.9420071,7.6059399,3.9852729
SC,77,.059999999,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,42.200001,2868,2079.8,60.599998,4848.7007,137.2,49.5,12951,.69636959,189.19591,.81683171,80.011574,213.71291,-.3618747,5.2427831,5.364634,4.3821712,-2.813411,10.31097,7.96137,7.640027,4.1042948,-.2023222,5.2469549,-.32772329,4.363574,5.3241668,-2.813411,10.31097,7.9508548,7.6224189,4.041296
SC,78,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,49.200001,2902,2118.8999,65.199997,5327.2041,140.39999,54.700001,14663,.7546013,192.2888,.83895707,81.705589,224.8927,-.28156579,5.2589979,5.4156232,4.4031219,-2.65926,10.31097,7.973155,7.6586518,4.1774588,-.1755957,5.2427831,-.3618747,4.3821712,5.364634,-2.813411,10.31097,7.96137,7.640027,4.1042948
SC,79,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,50.200001,2932,2151.3999,72.599998,5820.0835,135.7,56.599998,16490,.69146007,184.93649,.77961433,80.166443,227.13499,-.36894989,5.2200131,5.4255452,4.3841052,-2.65926,10.31097,7.9834399,7.6738739,4.284965,-.24895591,5.2589979,-.28156579,4.4031219,5.4156232,-2.65926,10.31097,7.973155,7.6586518,4.1774588
SC,80,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,52.299999,3122,2308.8,82.400002,6345.8218,138.3,59.299999,18296,.6347087,187.0117,.71966022,77.012398,222.0388,-.4545891,5.2311711,5.4028521,4.343966,-2.65926,10.31097,8.0462294,7.744483,4.4115849,-.32897621,5.2200131,-.36894989,4.3841052,5.4255452,-2.65926,10.31097,7.9834399,7.6738739,4.284965
SC,81,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,54.700001,3167,2351.8,90.900002,6978.3501,136.10001,62.599998,20280,.60176009,183.27609,.68866879,76.769524,223.10229,-.50789642,5.2109938,5.40763,4.3408079,-2.65926,10.31097,8.0605402,7.7629361,4.5097599,-.37299481,5.2311711,-.4545891,4.343966,5.4028521,-2.65926,10.31097,8.0462294,7.744483,4.4115849
SC,82,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,61.900002,3203,2383.3,96.5,7441.4512,136,67.800003,21193,.64145082,182.7751,.7025907,77.113487,219.61659,-.44402269,5.2082572,5.3918829,4.3452778,-2.65926,10.31097,8.0718431,7.7762408,4.5695429,-.35298079,5.2109938,-.50789642,4.3408079,5.40763,-2.65926,10.31097,8.0605402,7.7629361,4.5097599
SC,83,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,72.400002,3264,2437.7,99.599998,8005.1821,131.10001,78.900002,23056,.72690767,175.5386,.79216868,80.373306,231.4859,-.31895581,5.1678591,5.444519,4.386682,-2.65926,10.31097,8.0907087,7.79881,4.601162,-.23298091,5.2082572,-.44402269,4.3452778,5.3918829,-2.65926,10.31097,8.0718431,7.7762408,4.5695429
SC,84,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,81.300003,3300,2477.8,103.9,8794.8154,127,86.800003,25889,.78248322,169.142,.8354187,84.646919,249.1723,-.2452829,5.1307392,5.5181451,4.438488,-2.65926,10.31097,8.1016779,7.8151259,4.6434288,-.17982221,5.1678591,-.31895581,4.386682,5.444519,-2.65926,10.31097,8.0907087,7.79881,4.601162
SC,85,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,83,3334,2515,107.6,9215.8174,125.4,90.699997,27606,.77137548,166.23599,.84293681,85.648857,256.56131,-.25957999,5.113409,5.547368,4.4502559,-2.65926,10.31097,8.111928,7.8300281,4.678421,-.1708633,5.1307392,-.2452829,4.438488,5.5181451,-2.65926,10.31097,8.1016779,7.8151259,4.6434288
SC,86,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,88.699997,3381,2558,109.6,9728.2061,126.6,100.1,29499,.80930662,167.3317,.91332108,88.761002,269.15149,-.2115775,5.119978,5.595274,4.4859481,-2.65926,10.31097,8.125927,7.846981,4.6968369,-.090667702,5.113409,-.25957999,4.4502559,5.547368,-2.65926,10.31097,8.111928,7.8300281,4.678421
SC,87,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,95.300003,3425,2599,113.6,10317.607,126.6,103.9,31806,.83890849,166.8353,.91461271,90.824013,279.98239,-.1756537,5.1170068,5.634727,4.508924,-2.65926,10.31097,8.1388569,7.8628821,4.7326841,-.089254603,5.119978,-.2115775,4.4859481,5.595274,-2.65926,10.31097,8.125927,7.846981,4.6968369
SC,88,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,99.900002,3470,2636,118.3,11098,124.4,109.2,34591,.84446323,163.7587,.92307693,93.81234,292.4007,-.16905411,5.0983939,5.6781249,4.541296,-2.65926,10.31097,8.1519098,7.877018,4.7732239,-.080042802,5.1170068,-.1756537,4.508924,5.634727,-2.65926,10.31097,8.1388569,7.8628821,4.7326841
SC,89,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,111.9,3512,2667,124,11665,122.4,122.4,37175,.90241939,161.1806,.98709679,94.072578,299.7984,-.1026759,5.0825262,5.7031102,4.544066,-2.65926,10.31097,8.1639414,7.88871,4.820282,-.0129872,5.0983939,-.16905411,4.541296,5.6781249,-2.65926,10.31097,8.1519098,7.877018,4.7732239
SC,90,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,125.2,3542.5,2690.1001,130.7,12880,118.6,132.3,40047,.95791888,156.1803,1.012242,98.546303,306.40399,-.042992201,5.0510111,5.724905,4.5905271,-2.65926,10.31097,8.1725883,7.8973341,4.8729048,.0121675,5.0825262,-.1026759,4.544066,5.7031102,-2.65926,10.31097,8.1639414,7.88871,4.820282
SC,91,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,129,3616.6001,2744.6001,136.2,13166,121.5,138.2,41264,.94713658,160.10229,1.014684,96.666672,302.96619,-.054311998,5.0758128,5.7136221,4.571269,-2.65926,10.31097,8.1932898,7.9173908,4.914124,.0145775,5.0510111,-.042992201,4.5905271,5.724905,-2.65926,10.31097,8.1725883,7.8973341,4.8729048
SC,92,.07,South Carolina,77860000000,33.874176,-80.854271,30060.688,41,151.89999,3660.3,2780.8,140.3,14318,121.9,159.5,43520,1.08268,160.45399,1.13685,102.0527,310.19241,.079439297,5.0780072,5.7371931,4.6254902,-2.65926,10.31097,8.2053003,7.9304938,4.9437828,.128261,5.0758128,-.054311998,4.571269,5.7136221,-2.65926,10.31097,8.1932898,7.9173908,4.914124
SD,63,.050000001,South Dakota,196300000000,44.446796,-100.23818,75810.906,42,26.6,707,470.70001,30.6,1780.9508,106,25.799999,729,.86928111,159.2139,.8431372,58.201012,23.82353,-.1400888,5.0702491,3.1706741,4.0639029,-2.9957321,11.236,6.5610309,6.1542211,3.421,-.1706256,,,,,,,,,
